,Model,Train_Condition,Class,fprs,tprs
92,GoogLeNet,Imbalanced,Covid,0.045,0.9675
93,GoogLeNet,Imbalanced,Covid,0.045,0.97
94,GoogLeNet,Imbalanced,Covid,0.05625,0.97
95,GoogLeNet,Imbalanced,Covid,0.05625,0.9725
96,GoogLeNet,Imbalanced,Covid,0.06125,0.9725
97,GoogLeNet,Imbalanced,Covid,0.06125,0.9775
98,GoogLeNet,Imbalanced,Covid,0.06375,0.9775
99,GoogLeNet,Imbalanced,Covid,0.06375,0.98
100,GoogLeNet,Imbalanced,Covid,0.0675,0.98
101,GoogLeNet,Imbalanced,Covid,0.0675,0.9825
102,GoogLeNet,Imbalanced,Covid,0.07375,0.9825
103,GoogLeNet,Imbalanced,Covid,0.07375,0.985
104,GoogLeNet,Imbalanced,Covid,0.11875,0.985
105,GoogLeNet,Imbalanced,Covid,0.11875,0.9875
106,GoogLeNet,Imbalanced,Covid,0.1575,0.9875
107,GoogLeNet,Imbalanced,Covid,0.1575,0.9925
108,GoogLeNet,Imbalanced,Covid,0.185,0.9925
109,GoogLeNet,Imbalanced,Covid,0.185,0.995
110,GoogLeNet,Imbalanced,Covid,0.325,0.995
111,GoogLeNet,Imbalanced,Covid,0.325,0.9975
112,GoogLeNet,Imbalanced,Covid,0.495,0.9975
113,GoogLeNet,Imbalanced,Covid,0.4975,0.9975
114,GoogLeNet,Imbalanced,Covid,0.62875,0.9975
115,GoogLeNet,Imbalanced,Covid,0.62875,1.0
116,GoogLeNet,Imbalanced,Covid,0.80125,1.0
117,GoogLeNet,Imbalanced,Covid,0.80375,1.0
118,GoogLeNet,Imbalanced,Covid,0.8475,1.0
119,GoogLeNet,Imbalanced,Covid,0.8525,1.0
120,GoogLeNet,Imbalanced,Covid,1.0,1.0
121,GoogLeNet,Imbalanced,Normal,0.0,0.0
122,GoogLeNet,Imbalanced,Normal,0.0,0.0025
123,GoogLeNet,Imbalanced,Normal,0.0,0.095
124,GoogLeNet,Imbalanced,Normal,0.0,0.1
125,GoogLeNet,Imbalanced,Normal,0.0,0.11
126,GoogLeNet,Imbalanced,Normal,0.0,0.115
127,GoogLeNet,Imbalanced,Normal,0.0,0.1625
128,GoogLeNet,Imbalanced,Normal,0.0,0.1675
129,GoogLeNet,Imbalanced,Normal,0.0,0.1925
130,GoogLeNet,Imbalanced,Normal,0.00125,0.1925
131,GoogLeNet,Imbalanced,Normal,0.00125,0.2075
132,GoogLeNet,Imbalanced,Normal,0.00125,0.2125
133,GoogLeNet,Imbalanced,Normal,0.00125,0.23
134,GoogLeNet,Imbalanced,Normal,0.00125,0.235
135,GoogLeNet,Imbalanced,Normal,0.00125,0.25
136,GoogLeNet,Imbalanced,Normal,0.00125,0.255
137,GoogLeNet,Imbalanced,Normal,0.00125,0.265
138,GoogLeNet,Imbalanced,Normal,0.00125,0.27
139,GoogLeNet,Imbalanced,Normal,0.00125,0.335
140,GoogLeNet,Imbalanced,Normal,0.0025,0.335
141,GoogLeNet,Imbalanced,Normal,0.0025,0.385
142,GoogLeNet,Imbalanced,Normal,0.00375,0.3875
143,GoogLeNet,Imbalanced,Normal,0.00375,0.7125
144,GoogLeNet,Imbalanced,Normal,0.005,0.7125
145,GoogLeNet,Imbalanced,Normal,0.005,0.72
146,GoogLeNet,Imbalanced,Normal,0.00625,0.72
147,GoogLeNet,Imbalanced,Normal,0.00625,0.75
148,GoogLeNet,Imbalanced,Normal,0.0075,0.75
149,GoogLeNet,Imbalanced,Normal,0.0075,0.755
150,GoogLeNet,Imbalanced,Normal,0.00875,0.755
151,GoogLeNet,Imbalanced,Normal,0.00875,0.785
152,GoogLeNet,Imbalanced,Normal,0.01125,0.785
153,GoogLeNet,Imbalanced,Normal,0.01125,0.79
154,GoogLeNet,Imbalanced,Normal,0.0125,0.79
155,GoogLeNet,Imbalanced,Normal,0.0125,0.815
156,GoogLeNet,Imbalanced,Normal,0.01375,0.815
157,GoogLeNet,Imbalanced,Normal,0.01375,0.8225
158,GoogLeNet,Imbalanced,Normal,0.015,0.8225
159,GoogLeNet,Imbalanced,Normal,0.015,0.835
160,GoogLeNet,Imbalanced,Normal,0.01625,0.835
161,GoogLeNet,Imbalanced,Normal,0.01625,0.84
162,GoogLeNet,Imbalanced,Normal,0.0175,0.84
163,GoogLeNet,Imbalanced,Normal,0.0175,0.8425
164,GoogLeNet,Imbalanced,Normal,0.01875,0.8425
165,GoogLeNet,Imbalanced,Normal,0.01875,0.845
166,GoogLeNet,Imbalanced,Normal,0.02,0.845
167,GoogLeNet,Imbalanced,Normal,0.02,0.8625
168,GoogLeNet,Imbalanced,Normal,0.0225,0.8625
169,GoogLeNet,Imbalanced,Normal,0.0225,0.8725
170,GoogLeNet,Imbalanced,Normal,0.02375,0.8725
171,GoogLeNet,Imbalanced,Normal,0.02375,0.88
172,GoogLeNet,Imbalanced,Normal,0.025,0.88
173,GoogLeNet,Imbalanced,Normal,0.025,0.9
174,GoogLeNet,Imbalanced,Normal,0.0275,0.9
175,GoogLeNet,Imbalanced,Normal,0.0275,0.9025
176,GoogLeNet,Imbalanced,Normal,0.02875,0.9025
177,GoogLeNet,Imbalanced,Normal,0.02875,0.905
178,GoogLeNet,Imbalanced,Normal,0.03,0.905
179,GoogLeNet,Imbalanced,Normal,0.03,0.915
180,GoogLeNet,Imbalanced,Normal,0.0325,0.915
181,GoogLeNet,Imbalanced,Normal,0.0325,0.92
182,GoogLeNet,Imbalanced,Normal,0.03375,0.92
183,GoogLeNet,Imbalanced,Normal,0.03375,0.9225
184,GoogLeNet,Imbalanced,Normal,0.035,0.9225
185,GoogLeNet,Imbalanced,Normal,0.035,0.925
186,GoogLeNet,Imbalanced,Normal,0.03875,0.925
187,GoogLeNet,Imbalanced,Normal,0.03875,0.95
188,GoogLeNet,Imbalanced,Normal,0.04,0.95
189,GoogLeNet,Imbalanced,Normal,0.04,0.9525
190,GoogLeNet,Imbalanced,Normal,0.0425,0.9525
191,GoogLeNet,Imbalanced,Normal,0.0425,0.9575
192,GoogLeNet,Imbalanced,Normal,0.04375,0.9575
193,GoogLeNet,Imbalanced,Normal,0.04375,0.9675
194,GoogLeNet,Imbalanced,Normal,0.04875,0.9675
195,GoogLeNet,Imbalanced,Normal,0.04875,0.97
196,GoogLeNet,Imbalanced,Normal,0.05,0.97
197,GoogLeNet,Imbalanced,Normal,0.05,0.9725
198,GoogLeNet,Imbalanced,Normal,0.055,0.9725
199,GoogLeNet,Imbalanced,Normal,0.055,0.975
200,GoogLeNet,Imbalanced,Normal,0.06375,0.975
201,GoogLeNet,Imbalanced,Normal,0.06375,0.9775
202,GoogLeNet,Imbalanced,Normal,0.0775,0.9775
