,Model,Train_Condition,Class,fprs,tprs
483,EfficientNet,Imbalanced,Viral Pneumonia,0.02625,0.7525
484,EfficientNet,Imbalanced,Viral Pneumonia,0.02625,0.755
485,EfficientNet,Imbalanced,Viral Pneumonia,0.02875,0.755
486,EfficientNet,Imbalanced,Viral Pneumonia,0.02875,0.7575
487,EfficientNet,Imbalanced,Viral Pneumonia,0.03,0.7575
488,EfficientNet,Imbalanced,Viral Pneumonia,0.03,0.76
489,EfficientNet,Imbalanced,Viral Pneumonia,0.03375,0.76
490,EfficientNet,Imbalanced,Viral Pneumonia,0.03375,0.7725
491,EfficientNet,Imbalanced,Viral Pneumonia,0.03625,0.7725
492,EfficientNet,Imbalanced,Viral Pneumonia,0.03625,0.7825
493,EfficientNet,Imbalanced,Viral Pneumonia,0.03875,0.7825
494,EfficientNet,Imbalanced,Viral Pneumonia,0.03875,0.8
495,EfficientNet,Imbalanced,Viral Pneumonia,0.0425,0.8
496,EfficientNet,Imbalanced,Viral Pneumonia,0.0425,0.8125
497,EfficientNet,Imbalanced,Viral Pneumonia,0.0525,0.8125
498,EfficientNet,Imbalanced,Viral Pneumonia,0.0525,0.8225
499,EfficientNet,Imbalanced,Viral Pneumonia,0.05625,0.8225
500,EfficientNet,Imbalanced,Viral Pneumonia,0.05625,0.825
501,EfficientNet,Imbalanced,Viral Pneumonia,0.05875,0.825
502,EfficientNet,Imbalanced,Viral Pneumonia,0.05875,0.8275
503,EfficientNet,Imbalanced,Viral Pneumonia,0.06,0.8275
504,EfficientNet,Imbalanced,Viral Pneumonia,0.06,0.83
505,EfficientNet,Imbalanced,Viral Pneumonia,0.065,0.83
506,EfficientNet,Imbalanced,Viral Pneumonia,0.065,0.835
507,EfficientNet,Imbalanced,Viral Pneumonia,0.06625,0.835
508,EfficientNet,Imbalanced,Viral Pneumonia,0.06625,0.8375
509,EfficientNet,Imbalanced,Viral Pneumonia,0.0675,0.8375
510,EfficientNet,Imbalanced,Viral Pneumonia,0.0675,0.84
511,EfficientNet,Imbalanced,Viral Pneumonia,0.07,0.84
512,EfficientNet,Imbalanced,Viral Pneumonia,0.07,0.8425
513,EfficientNet,Imbalanced,Viral Pneumonia,0.07125,0.8425
514,EfficientNet,Imbalanced,Viral Pneumonia,0.07125,0.8475
515,EfficientNet,Imbalanced,Viral Pneumonia,0.07375,0.8475
516,EfficientNet,Imbalanced,Viral Pneumonia,0.07375,0.8525
517,EfficientNet,Imbalanced,Viral Pneumonia,0.075,0.8525
518,EfficientNet,Imbalanced,Viral Pneumonia,0.075,0.86
519,EfficientNet,Imbalanced,Viral Pneumonia,0.0775,0.86
520,EfficientNet,Imbalanced,Viral Pneumonia,0.0775,0.8625
521,EfficientNet,Imbalanced,Viral Pneumonia,0.08,0.8625
522,EfficientNet,Imbalanced,Viral Pneumonia,0.08,0.8675
523,EfficientNet,Imbalanced,Viral Pneumonia,0.08375,0.8675
524,EfficientNet,Imbalanced,Viral Pneumonia,0.08375,0.87
525,EfficientNet,Imbalanced,Viral Pneumonia,0.09125,0.87
526,EfficientNet,Imbalanced,Viral Pneumonia,0.09125,0.8725
527,EfficientNet,Imbalanced,Viral Pneumonia,0.09375,0.8725
528,EfficientNet,Imbalanced,Viral Pneumonia,0.09375,0.875
529,EfficientNet,Imbalanced,Viral Pneumonia,0.0975,0.875
530,EfficientNet,Imbalanced,Viral Pneumonia,0.0975,0.8825
531,EfficientNet,Imbalanced,Viral Pneumonia,0.09875,0.8825
532,EfficientNet,Imbalanced,Viral Pneumonia,0.09875,0.885
533,EfficientNet,Imbalanced,Viral Pneumonia,0.1,0.885
534,EfficientNet,Imbalanced,Viral Pneumonia,0.1,0.8925
535,EfficientNet,Imbalanced,Viral Pneumonia,0.10125,0.8925
536,EfficientNet,Imbalanced,Viral Pneumonia,0.10125,0.8975
537,EfficientNet,Imbalanced,Viral Pneumonia,0.10375,0.8975
538,EfficientNet,Imbalanced,Viral Pneumonia,0.10375,0.9
539,EfficientNet,Imbalanced,Viral Pneumonia,0.1125,0.9
540,EfficientNet,Imbalanced,Viral Pneumonia,0.1125,0.9025
541,EfficientNet,Imbalanced,Viral Pneumonia,0.115,0.9025
542,EfficientNet,Imbalanced,Viral Pneumonia,0.115,0.905
543,EfficientNet,Imbalanced,Viral Pneumonia,0.1175,0.905
544,EfficientNet,Imbalanced,Viral Pneumonia,0.1175,0.9075
545,EfficientNet,Imbalanced,Viral Pneumonia,0.12,0.9075
546,EfficientNet,Imbalanced,Viral Pneumonia,0.12,0.91
547,EfficientNet,Imbalanced,Viral Pneumonia,0.13,0.91
548,EfficientNet,Imbalanced,Viral Pneumonia,0.13,0.9125
549,EfficientNet,Imbalanced,Viral Pneumonia,0.13625,0.9125
550,EfficientNet,Imbalanced,Viral Pneumonia,0.13625,0.915
551,EfficientNet,Imbalanced,Viral Pneumonia,0.1375,0.915
552,EfficientNet,Imbalanced,Viral Pneumonia,0.1375,0.9175
553,EfficientNet,Imbalanced,Viral Pneumonia,0.15625,0.9175
554,EfficientNet,Imbalanced,Viral Pneumonia,0.15625,0.92
555,EfficientNet,Imbalanced,Viral Pneumonia,0.1575,0.92
556,EfficientNet,Imbalanced,Viral Pneumonia,0.1575,0.925
557,EfficientNet,Imbalanced,Viral Pneumonia,0.1625,0.925
558,EfficientNet,Imbalanced,Viral Pneumonia,0.1625,0.93
559,EfficientNet,Imbalanced,Viral Pneumonia,0.16625,0.93
560,EfficientNet,Imbalanced,Viral Pneumonia,0.16625,0.935
561,EfficientNet,Imbalanced,Viral Pneumonia,0.16875,0.935
562,EfficientNet,Imbalanced,Viral Pneumonia,0.16875,0.9375
563,EfficientNet,Imbalanced,Viral Pneumonia,0.17125,0.9375
564,EfficientNet,Imbalanced,Viral Pneumonia,0.17125,0.9425
565,EfficientNet,Imbalanced,Viral Pneumonia,0.18,0.9425
566,EfficientNet,Imbalanced,Viral Pneumonia,0.18,0.945
567,EfficientNet,Imbalanced,Viral Pneumonia,0.19,0.945
568,EfficientNet,Imbalanced,Viral Pneumonia,0.19,0.95
569,EfficientNet,Imbalanced,Viral Pneumonia,0.19625,0.95
570,EfficientNet,Imbalanced,Viral Pneumonia,0.19625,0.9525
571,EfficientNet,Imbalanced,Viral Pneumonia,0.2075,0.9525
572,EfficientNet,Imbalanced,Viral Pneumonia,0.2075,0.955
573,EfficientNet,Imbalanced,Viral Pneumonia,0.21375,0.955
574,EfficientNet,Imbalanced,Viral Pneumonia,0.21375,0.9575
575,EfficientNet,Imbalanced,Viral Pneumonia,0.21875,0.9575
576,EfficientNet,Imbalanced,Viral Pneumonia,0.21875,0.96
577,EfficientNet,Imbalanced,Viral Pneumonia,0.25,0.96
578,EfficientNet,Imbalanced,Viral Pneumonia,0.25,0.9625
579,EfficientNet,Imbalanced,Viral Pneumonia,0.27375,0.9625
580,EfficientNet,Imbalanced,Viral Pneumonia,0.27375,0.965
581,EfficientNet,Imbalanced,Viral Pneumonia,0.28125,0.965
582,EfficientNet,Imbalanced,Viral Pneumonia,0.28125,0.97
583,EfficientNet,Imbalanced,Viral Pneumonia,0.31,0.97
584,EfficientNet,Imbalanced,Viral Pneumonia,0.31,0.9725
585,EfficientNet,Imbalanced,Viral Pneumonia,0.3475,0.9725
586,EfficientNet,Imbalanced,Viral Pneumonia,0.3475,0.975
587,EfficientNet,Imbalanced,Viral Pneumonia,0.385,0.975
588,EfficientNet,Imbalanced,Viral Pneumonia,0.385,0.9775
589,EfficientNet,Imbalanced,Viral Pneumonia,0.4275,0.9775
590,EfficientNet,Imbalanced,Viral Pneumonia,0.4275,0.98
591,EfficientNet,Imbalanced,Viral Pneumonia,0.45875,0.98
592,EfficientNet,Imbalanced,Viral Pneumonia,0.45875,0.9825
593,EfficientNet,Imbalanced,Viral Pneumonia,0.4625,0.9825
594,EfficientNet,Imbalanced,Viral Pneumonia,0.4625,0.985
595,EfficientNet,Imbalanced,Viral Pneumonia,0.485,0.985
596,EfficientNet,Imbalanced,Viral Pneumonia,0.4875,0.985
597,EfficientNet,Imbalanced,Viral Pneumonia,0.535,0.985
598,EfficientNet,Imbalanced,Viral Pneumonia,0.5375,0.985
599,EfficientNet,Imbalanced,Viral Pneumonia,0.5525,0.985
600,EfficientNet,Imbalanced,Viral Pneumonia,0.5525,0.9875
601,EfficientNet,Imbalanced,Viral Pneumonia,0.55375,0.9875
602,EfficientNet,Imbalanced,Viral Pneumonia,0.55625,0.9875
603,EfficientNet,Imbalanced,Viral Pneumonia,0.565,0.9875
604,EfficientNet,Imbalanced,Viral Pneumonia,0.565,0.99
605,EfficientNet,Imbalanced,Viral Pneumonia,0.66125,0.99
606,EfficientNet,Imbalanced,Viral Pneumonia,0.66125,0.9925
607,EfficientNet,Imbalanced,Viral Pneumonia,0.68875,0.9925
608,EfficientNet,Imbalanced,Viral Pneumonia,0.68875,0.995
609,EfficientNet,Imbalanced,Viral Pneumonia,0.73625,0.995
610,EfficientNet,Imbalanced,Viral Pneumonia,0.74125,0.995
611,EfficientNet,Imbalanced,Viral Pneumonia,0.74375,0.995
612,EfficientNet,Imbalanced,Viral Pneumonia,0.7475,0.995
613,EfficientNet,Imbalanced,Viral Pneumonia,0.7475,0.9975
614,EfficientNet,Imbalanced,Viral Pneumonia,0.76125,0.9975
615,EfficientNet,Imbalanced,Viral Pneumonia,0.76375,0.9975
616,EfficientNet,Imbalanced,Viral Pneumonia,0.8525,0.9975
617,EfficientNet,Imbalanced,Viral Pneumonia,0.8525,1.0
618,EfficientNet,Imbalanced,Viral Pneumonia,0.86125,1.0
619,EfficientNet,Imbalanced,Viral Pneumonia,0.86375,1.0
620,EfficientNet,Imbalanced,Viral Pneumonia,0.875,1.0
621,EfficientNet,Imbalanced,Viral Pneumonia,0.88,1.0
622,EfficientNet,Imbalanced,Viral Pneumonia,0.975,1.0
623,EfficientNet,Imbalanced,Viral Pneumonia,0.9775,1.0
624,EfficientNet,Imbalanced,Viral Pneumonia,0.98,1.0
625,EfficientNet,Imbalanced,Viral Pneumonia,0.9825,1.0
626,EfficientNet,Imbalanced,Viral Pneumonia,1.0,1.0
