,Model,Train_Condition,Class,fprs,tprs
538,GoogLeNet,Imbalanced,Viral Pneumonia,0.2325,0.9475
539,GoogLeNet,Imbalanced,Viral Pneumonia,0.2325,0.9525
540,GoogLeNet,Imbalanced,Viral Pneumonia,0.24,0.9525
541,GoogLeNet,Imbalanced,Viral Pneumonia,0.24,0.9575
542,GoogLeNet,Imbalanced,Viral Pneumonia,0.245,0.9575
543,GoogLeNet,Imbalanced,Viral Pneumonia,0.245,0.96
544,GoogLeNet,Imbalanced,Viral Pneumonia,0.24625,0.96
545,GoogLeNet,Imbalanced,Viral Pneumonia,0.24625,0.9625
546,GoogLeNet,Imbalanced,Viral Pneumonia,0.2475,0.9625
547,GoogLeNet,Imbalanced,Viral Pneumonia,0.25,0.9625
548,GoogLeNet,Imbalanced,Viral Pneumonia,0.27,0.9625
549,GoogLeNet,Imbalanced,Viral Pneumonia,0.2725,0.9625
550,GoogLeNet,Imbalanced,Viral Pneumonia,0.27625,0.9625
551,GoogLeNet,Imbalanced,Viral Pneumonia,0.27625,0.965
552,GoogLeNet,Imbalanced,Viral Pneumonia,0.28625,0.965
553,GoogLeNet,Imbalanced,Viral Pneumonia,0.28625,0.9675
554,GoogLeNet,Imbalanced,Viral Pneumonia,0.2925,0.9675
555,GoogLeNet,Imbalanced,Viral Pneumonia,0.2925,0.9725
556,GoogLeNet,Imbalanced,Viral Pneumonia,0.29375,0.9725
557,GoogLeNet,Imbalanced,Viral Pneumonia,0.29375,0.975
558,GoogLeNet,Imbalanced,Viral Pneumonia,0.35125,0.975
559,GoogLeNet,Imbalanced,Viral Pneumonia,0.35125,0.98
560,GoogLeNet,Imbalanced,Viral Pneumonia,0.3575,0.98
561,GoogLeNet,Imbalanced,Viral Pneumonia,0.3575,0.9825
562,GoogLeNet,Imbalanced,Viral Pneumonia,0.35875,0.9825
563,GoogLeNet,Imbalanced,Viral Pneumonia,0.35875,0.985
564,GoogLeNet,Imbalanced,Viral Pneumonia,0.37125,0.985
565,GoogLeNet,Imbalanced,Viral Pneumonia,0.37125,0.9875
566,GoogLeNet,Imbalanced,Viral Pneumonia,0.37375,0.9875
567,GoogLeNet,Imbalanced,Viral Pneumonia,0.39375,0.9875
568,GoogLeNet,Imbalanced,Viral Pneumonia,0.39625,0.9875
569,GoogLeNet,Imbalanced,Viral Pneumonia,0.485,0.9875
570,GoogLeNet,Imbalanced,Viral Pneumonia,0.485,0.99
571,GoogLeNet,Imbalanced,Viral Pneumonia,0.54625,0.99
572,GoogLeNet,Imbalanced,Viral Pneumonia,0.54625,0.9925
573,GoogLeNet,Imbalanced,Viral Pneumonia,0.5475,0.9925
574,GoogLeNet,Imbalanced,Viral Pneumonia,0.55,0.9925
575,GoogLeNet,Imbalanced,Viral Pneumonia,0.57,0.9925
576,GoogLeNet,Imbalanced,Viral Pneumonia,0.57,0.995
577,GoogLeNet,Imbalanced,Viral Pneumonia,0.5875,0.995
578,GoogLeNet,Imbalanced,Viral Pneumonia,0.5875,0.9975
579,GoogLeNet,Imbalanced,Viral Pneumonia,0.61,0.9975
580,GoogLeNet,Imbalanced,Viral Pneumonia,0.6125,0.9975
581,GoogLeNet,Imbalanced,Viral Pneumonia,0.6525,0.9975
582,GoogLeNet,Imbalanced,Viral Pneumonia,0.6525,1.0
583,GoogLeNet,Imbalanced,Viral Pneumonia,0.99125,1.0
584,GoogLeNet,Imbalanced,Viral Pneumonia,0.99375,1.0
585,GoogLeNet,Imbalanced,Viral Pneumonia,1.0,1.0
